SEXO,UNIDAD,NIVEL 1,NIVEL 2,NIVEL 3,NIVEL 4,CANTIDAD,CATEGORIA_VENTA,FECHA_VENTA
O,CT,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,1,Digital,2021-07-06 00:00:00
O,CT,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,1,Digital,2021-09-05 00:00:00
O,DP,CAES,ALIMENTOS,PETISCOS E OSSINHOS,OSSINHOS E PALITOS,1,Digital,2021-10-04 00:00:00
O,DP,CAES,ALIMENTOS,RACOES,RACAO UMIDA (SACHES E LATAS),3,Digital,2021-07-09 00:00:00
O,DP,CAES,ALIMENTOS,RACOES,RACAO UMIDA (SACHES E LATAS),1,Digital,2021-08-04 00:00:00
O,DP,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,3,Digital,2021-07-12 00:00:00
O,DP,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,1,Digital,2021-09-21 00:00:00
O,DS,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Digital,2021-09-29 00:00:00
O,FD,CAES,ALIMENTOS,RACOES,RACAO SECA,1,Digital,2021-10-15 00:00:00
O,FR,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,1,Digital,2021-09-18 00:00:00
O,PC,CAES,ACESSORIOS,BRINQUEDOS,PELUCIA - VINIL - LATEX,1,Digital,2021-08-27 00:00:00
O,PC,CAES,ACESSORIOS,BRINQUEDOS,PELUCIA - VINIL - LATEX,1,Digital,2021-10-09 00:00:00
O,PC,CAES,ALIMENTOS,PETISCOS E OSSINHOS,BISCOITOS - BIFINHOS - SNACKS,2,Digital,2021-08-11 00:00:00
O,PC,CAES,ALIMENTOS,RACOES,RACAO SECA,1,Digital,2021-07-04 00:00:00
O,PC,CAES,ALIMENTOS,RACOES,RACAO SECA,1,Digital,2021-07-05 00:00:00
O,PC,CAES,ALIMENTOS,RACOES,RACAO SECA,1,Digital,2021-08-04 00:00:00
O,PC,CAES,ALIMENTOS,RACOES,RACAO SECA,1,Digital,2021-08-31 00:00:00
O,PC,CAES,ALIMENTOS,RACOES,RACAO SECA,1,Digital,2021-09-06 00:00:00
O,PC,CAES,ALIMENTOS,RACOES,RACAO SECA,2,Digital,2021-09-12 00:00:00
O,PC,CAES,ALIMENTOS,RACOES,RACAO SECA,1,Digital,2021-09-16 00:00:00
O,PC,CAES,ALIMENTOS,RACOES,RACAO SECA,1,Digital,2021-09-29 00:00:00
O,PC,CAES,ALIMENTOS,RACOES,RACAO SECA,1,Digital,2021-10-14 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-07-17 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-07-19 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-08-05 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-08-06 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-08-14 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-08-16 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-08-18 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,3,Digital,2021-08-26 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,2,Digital,2021-09-01 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-09-07 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-09-09 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-09-17 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-09-19 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,2,Digital,2021-10-05 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-10-07 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-10-16 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,3,Digital,2021-10-18 00:00:00
O,PC,CAES,FARMACIA,DEMAIS MEDICAMENTOS,TRATAMENTO DIGESTIVO,1,Digital,2021-10-20 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Digital,2021-07-01 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Digital,2021-07-24 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Digital,2021-08-21 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Digital,2021-09-14 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Digital,2021-09-16 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Digital,2021-09-18 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Digital,2021-10-06 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Digital,2021-10-09 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Digital,2021-10-11 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Digital,2021-10-14 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Digital,2021-10-20 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Digital,2021-10-21 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Digital,2021-10-23 00:00:00
O,PC,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,1,Digital,2021-07-06 00:00:00
O,PC,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,2,Digital,2021-07-11 00:00:00
O,PC,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,1,Digital,2021-08-05 00:00:00
O,PC,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,1,Digital,2021-08-18 00:00:00
O,PC,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,1,Digital,2021-09-01 00:00:00
O,PC,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,1,Digital,2021-09-16 00:00:00
O,PC,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,1,Digital,2021-09-23 00:00:00
O,PC,CAES,FARMACIA,VITAMINAS E SUPLEMENTOS,VITAMINAS E SUPLEMENTOS,1,Digital,2021-10-14 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-07-01 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-07-02 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-07-08 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-07-09 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-07-13 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-07-15 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,2,Digital,2021-07-17 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-07-20 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-07-21 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-07-26 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-07-29 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-08-04 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,2,Digital,2021-08-07 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,2,Digital,2021-08-08 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,2,Digital,2021-08-09 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-08-10 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,4,Digital,2021-08-12 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-08-16 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-08-19 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-08-21 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-08-22 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-08-25 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,2,Digital,2021-08-31 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-09-08 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-09-09 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,2,Digital,2021-09-18 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-09-20 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-09-21 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-09-24 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-09-25 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-09-26 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-09-29 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-09-30 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,2,Digital,2021-10-01 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,2,Digital,2021-10-02 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,2,Digital,2021-10-03 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-10-05 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,5,Digital,2021-10-07 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-10-10 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-10-13 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,4,Digital,2021-10-14 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-10-16 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-10-17 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-10-18 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,1,Digital,2021-10-19 00:00:00
O,PC,CAES,HIGIENE E BELEZA,HIGIENE E LIMPEZA,TAPETES HIGIENICOS,3,Digital,2021-10-20 00:00:00
O,PC,CAES,HIGIENE E BELEZA,UTENSILIOS PARA BANHO,ALICATES E TESOURAS,1,Digital,2021-07-06 00:00:00
O,PC,CAES,HIGIENE E BELEZA,UTENSILIOS PARA BANHO,ALICATES E TESOURAS,1,Digital,2021-08-26 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,2,Digital,2021-07-02 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-07-06 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-07-07 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,2,Digital,2021-07-09 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,2,Digital,2021-07-10 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-07-18 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,2,Digital,2021-07-19 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-07-23 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-07-24 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,2,Digital,2021-08-02 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-08-06 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-08-11 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-08-17 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-08-18 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,2,Digital,2021-08-21 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-08-26 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,3,Digital,2021-08-27 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-08-31 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-09-02 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,2,Digital,2021-09-11 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,2,Digital,2021-09-25 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-09-27 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,2,Digital,2021-10-02 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,3,Digital,2021-10-21 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,COMEDOUROS E BEBEDOUROS,1,Digital,2021-10-22 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,PORTA RACOES E ACESSORIOS,1,Digital,2021-08-02 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,PORTA RACOES E ACESSORIOS,1,Digital,2021-08-21 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,PORTA RACOES E ACESSORIOS,1,Digital,2021-08-26 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,PORTA RACOES E ACESSORIOS,1,Digital,2021-09-16 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,PORTA RACOES E ACESSORIOS,1,Digital,2021-10-08 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,PORTA RACOES E ACESSORIOS,1,Digital,2021-10-11 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,PORTA RACOES E ACESSORIOS,1,Digital,2021-10-14 00:00:00
O,UN,CAES,ACESSORIOS,ACESSORIOS PARA ALIMENTACAO,PORTA RACOES E ACESSORIOS,1,Digital,2021-10-18 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-07-03 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,3,Digital,2021-07-09 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-07-10 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-07-18 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,2,Digital,2021-08-02 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-09-06 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-09-13 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-09-14 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-09-15 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-09-17 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,2,Digital,2021-09-21 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-09-22 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-09-24 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-10-19 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-10-20 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,EDUCADORES E ACESSORIOS,1,Digital,2021-10-23 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,GUIAS E COLEIRAS,1,Digital,2021-07-06 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,GUIAS E COLEIRAS,1,Digital,2021-08-30 00:00:00
O,UN,CAES,ACESSORIOS,ADESTRAMENTO E COMPORTAMENTO,GUIAS E COLEIRAS,1,Digital,2021-10-02 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,INTERATIVOS E EDUCATIVOS,2,Digital,2021-10-17 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA JOGAR E PEGAR,3,Digital,2021-07-13 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA JOGAR E PEGAR,1,Digital,2021-09-29 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA JOGAR E PEGAR,1,Digital,2021-10-13 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA JOGAR E PEGAR,1,Digital,2021-10-15 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA JOGAR E PEGAR,1,Digital,2021-10-19 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA JOGAR E PEGAR,1,Digital,2021-10-22 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA JOGAR E PEGAR,1,Digital,2021-10-23 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,2,Digital,2021-07-02 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-07-03 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-07-06 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-07-12 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-07-17 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-07-21 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-07-23 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-07-25 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-07-31 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,2,Digital,2021-08-03 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-08-06 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-08-11 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,2,Digital,2021-08-13 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,2,Digital,2021-08-16 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,2,Digital,2021-08-17 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,3,Digital,2021-08-27 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,2,Digital,2021-09-12 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,2,Digital,2021-09-15 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-09-20 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-09-21 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-09-25 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-10-02 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-10-05 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,2,Digital,2021-10-10 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,2,Digital,2021-10-13 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,2,Digital,2021-10-14 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,4,Digital,2021-10-15 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-10-16 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,2,Digital,2021-10-18 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,3,Digital,2021-10-19 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-10-20 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-10-23 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,2,Digital,2021-10-24 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PARA MORDER E PUXAR,1,Digital,2021-10-25 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PELUCIA - VINIL - LATEX,2,Digital,2021-07-03 00:00:00
O,UN,CAES,ACESSORIOS,BRINQUEDOS,PELUCIA - VINIL - LATEX,1,Digital,2021-07-16 00:00:00
