SEXO,UNIDAD,NIVEL 1,NIVEL 2,NIVEL 3,NIVEL 4,CANTIDAD,CATEGORIA_VENTA,FECHA_VENTA
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2020-12-19 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,6,Loja,2020-12-20 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2020-12-21 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2020-12-22 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2020-12-23 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2020-12-26 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2020-12-30 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-01-02 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-01-03 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,5,Loja,2021-01-04 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,6,Loja,2021-01-06 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,5,Loja,2021-01-07 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-01-08 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-01-09 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-01-10 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-01-11 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-01-12 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-01-13 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-01-14 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-01-15 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-01-16 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-01-17 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-01-18 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-01-19 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,9,Loja,2021-01-23 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-01-24 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-01-25 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-01-26 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-01-29 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-01-30 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-02-04 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-02-06 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-02-08 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-02-09 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-02-10 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-02-11 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-02-13 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-02-15 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-02-16 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-02-17 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-02-18 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-02-19 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-02-20 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-02-23 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-02-24 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-02-25 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-02-26 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,5,Loja,2021-03-01 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,5,Loja,2021-03-02 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-03-03 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,5,Loja,2021-03-04 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-03-05 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-03-08 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-03-09 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,5,Loja,2021-03-11 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-03-12 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-03-13 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,7,Loja,2021-03-14 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-03-15 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-03-16 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-03-17 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-03-18 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-03-19 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-03-21 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,8,Loja,2021-03-22 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-03-23 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-03-25 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-03-26 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-03-27 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-03-29 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-03-30 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-04-01 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-04-03 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-04-04 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-04-06 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-04-07 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-04-08 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-04-09 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,5,Loja,2021-04-10 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-04-11 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-04-12 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-04-13 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-04-15 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-04-16 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-04-18 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-04-20 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,7,Loja,2021-04-21 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-04-22 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-04-24 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-04-25 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-04-27 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-04-28 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-04-29 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-05-02 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-05-03 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-05-04 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,6,Loja,2021-05-06 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-05-08 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-05-09 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-05-10 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-05-11 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-05-12 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-05-13 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-05-14 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,6,Loja,2021-05-15 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-05-17 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-05-18 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-05-20 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-05-21 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-05-22 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-05-24 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-05-25 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-05-27 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-05-28 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-05-30 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-05-31 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-06-01 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-06-02 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-06-03 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-06-04 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,6,Loja,2021-06-06 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-06-07 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-06-08 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-06-09 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-06-12 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-06-13 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-06-14 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-06-15 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-06-16 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-06-17 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-06-18 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-06-21 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-06-22 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-06-24 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,6,Loja,2021-06-25 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-06-27 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-06-28 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-06-30 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-07-01 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-07-02 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,7,Loja,2021-07-03 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-07-05 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,5,Loja,2021-07-06 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-07-07 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-07-08 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-07-09 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,6,Loja,2021-07-10 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,7,Loja,2021-07-12 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-07-13 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-07-14 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-07-15 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-07-16 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-07-17 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-07-19 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-07-20 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-07-22 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-07-23 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-07-25 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-07-31 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-08-02 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-08-03 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-08-05 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,10,Loja,2021-08-07 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-08-08 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-08-09 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-08-10 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-08-11 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-08-12 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-08-13 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,9,Loja,2021-08-14 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-08-16 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-08-18 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-08-20 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-08-21 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-08-26 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-08-28 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-08-29 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-09-02 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-09-04 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-09-05 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-09-07 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-09-09 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-09-11 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-09-12 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-09-13 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,6,Loja,2021-09-14 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-09-15 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-09-16 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-09-18 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-09-19 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,5,Loja,2021-09-21 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-09-23 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-09-24 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-09-29 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-09-30 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-10-01 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,5,Loja,2021-10-02 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-10-03 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-10-06 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,7,Loja,2021-10-07 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-10-08 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-10-11 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,1,Loja,2021-10-12 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-10-13 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,4,Loja,2021-10-14 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-10-15 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-10-19 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-10-20 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-10-21 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,2,Loja,2021-10-24 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTIBIOTICOS,3,Loja,2021-10-25 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-01-21 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-02-23 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,2,Loja,2021-02-25 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-03-10 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,2,Loja,2021-03-16 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-03-20 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-03-22 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-04-07 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-04-14 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-04-17 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-04-18 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-04-20 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-04-28 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-04-29 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-05-05 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-05-08 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-05-12 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-05-21 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-05-23 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-06-04 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-06-28 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-07-17 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,2,Loja,2021-07-22 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-07-24 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-07-29 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-08-04 00:00:00
O,PC,CAES,FARMACIA,DORES E INFECCOES,ANTI-INFLAMATORIOS,1,Loja,2021-08-13 00:00:00
